,full_text,Label
361,In the event that s not what s causing the trouble but still it s an example of Trump taking needless risks.,0
2726,And the Church of Christ.,0
3427,They are being exposed for who they are and they do not like it.,1
36,An outbreak of both bubonic plague which is spread by infected rats via flea bites and pneumonic plague spread person to person has killed more than 200 people in the Indian Ocean island nation since August.,0
1690,Minutes before the historic handshake Trump tweeted that his top economic adviser Larry Kudlow had suffered a heart attack.,0
1285,Trump and Kim both intent on making history greeted each other early in the day with extended hands in front of a row of US and North Korean flags a previously unthinkable sight that reflects a new chapter in the two countries acrimonious relationship.,0
1497,Don't expect it to condemn Rep. Davis' comments. He was just saying what most of them think,1
4919,Their only defense was that the activities they described were either non partisan or were not officially taken by the company Carlson said Monday night describing Google s official response to his requests for comment before challenging the company s response But of course they were both.,1
1727,Trump took keen interest in the pageantry of the day insisting the pictures beamed around the world reflect a commanding leader making a decisive world altering move.,0
1915,We both are going to do something.,0
2235,Haynes argues that people of faith are doing their religion a disservice when they try to have it taught by a government entity.,0
2153,David W. Dockery senior pastor at First Baptist Church of Princeton.,0
652,I still think that s true.,0
2108,Trenton s parents also find it hard to see why there would be objections.,0
2556,.,0
1104,Many people in the world will think of this as a inaudible form of fantasy from a science fiction movie his translator was overheard saying as the two leaders walked down a white columned colonnade.,0
1907,After the men shook hands they repaired inside for one on one talks.,0
1617,I hope it will be eventually.,0
691,The answer Helms lied.,1
206,In contrast Steinle s family has expressed nuanced views on immigration and sanctuary policies.,0
698,3,0
2595,She argued that the classes are character education based on biblical values that they were not electives because West Virginia doesn t offer electives in elementary or middle school and that even though the classes are funded by private donations that doesn t mean they should be taught during the instructional day.,0
1913,But there were scant details on what new commitments had been secured from Kim even as Trump announced he would end the regular military exercises the US conducts with South Korea.,0
184,They said Garcia Zarate then threw the weapon into the bay and fled the scene.,0
695,Senate Republicans dealt with that problem by deciding to not bother with any Kavanaugh documents that couldn t be produced rapidly which further riled up the Democrats and gave that party some good talking points.,0
676,A botched nomination matters because allies will be less likely to trust Trump not just on Supreme Court choices but on any initiative.,0
